"[02 Controllo] - Scrivi la sintassi di 'if-else'.";"Esegue codice basato su una condizione booleana.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>if (isPiove) <br>  MettiTutaInCerata();<br>else <br>  PartiVersoSS45();</code></pre>"
"[02 Controllo] - Come funziona lo statement 'switch'?";"Valuta una variabile e la confronta con vari casi.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>switch (marcia)<br>{<br>  case 1: Console.WriteLine(""Prima""); break;<br>  default: Console.WriteLine(""Altra marcia""); break;<br>}</code></pre>"
"[02 Controllo] - Cos'è una Switch Expression (C# 8+)?";"Versione super compatta dello switch che restituisce un valore.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>string tipoStrada = fondo switch <br>{<br>  ""Asfalto"" => ""SS45"",<br>  ""Bianca"" => ""Pratomollo"",<br>  _ => ""Sconosciuta""<br>};</code></pre>"
"[02 Controllo] - Sintassi del ciclo 'for'.";"Si usa per un numero preciso di iterazioni.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>for (int i = 0; i < 4; i++)<br>{<br>  ControllaCandela(i);<br>}</code></pre>"
"[02 Controllo] - Sintassi del ciclo 'foreach'.";"Itera sugli elementi di una collezione.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>foreach (var attrezzo in cassetto)<br>{<br>  Pulisci(attrezzo);<br>}</code></pre>"
"[02 Controllo] - Differenza tra 'while' e 'do-while'.";"<b>while</b> controlla la condizione prima. <b>do-while</b> la controlla alla fine (esegue almeno una volta).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>do { AccendiMotore(); } <br>while (!isAcceso);</code></pre>"
"[02 Controllo] - Differenza tra 'break' e 'continue'.";"<b>break</b> interrompe e scappa dal ciclo. <b>continue</b> salta l'iterazione attuale e passa alla successiva.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>if (viteSpanata) continue; // Passa all'altra vite</code></pre>"
"[03 Metodi] - Sintassi base di un metodo con ritorno.";"Modificatore, tipo ritorno, nome, parametri.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public decimal CalcolaIva(decimal imponibile)<br>{<br>  return imponibile * 0.22m;<br>}</code></pre>"
"[03 Metodi] - Cosa fa la keyword 'void'?";"Indica che il metodo esegue un'azione ma non restituisce niente.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public void StampaPreventivo() { }</code></pre>"
"[03 Metodi] - Come si crea un Parametro Opzionale?";"Assegnandogli un valore di default nella firma.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public void Tagliando(bool cambiaFiltro = true)</code></pre>"
"[03 Metodi] - Cos'è l'Overloading dei metodi?";"Creare più metodi con lo stesso nome ma parametri diversi (tipo o numero).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>void Ripara(Moto m)<br>void Ripara(Moto m, int urgenza)</code></pre>"
"[03 Metodi] - Come funziona il passaggio per 'ref'?";"Passa il riferimento in memoria: se il metodo cambia il valore, cambia anche l'originale fuori.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>void AggiungiOlio(ref int livello)</code></pre>"
"[03 Metodi] - Come funziona la keyword 'out'?";"Simile a ref, ma serve per far restituire più valori a un metodo. Deve essere valorizzata nel metodo.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>bool success = int.TryParse(""10"", out int numero);</code></pre>"
"[03 Metodi] - Come si restituiscono le Tuple da un metodo?";"Raggruppano più valori di ritorno senza creare una classe apposta.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public (decimal Totale, bool Pagato) GetFattura() <br>{ return (150m, false); }</code></pre>"
"[03 Metodi] - Cosa sono gli Expression-Bodied Members (=>)?";"Un modo rapido per scrivere metodi composti da una sola riga.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public int Moltiplica(int a, int b) => a * b;</code></pre>"
"[04 OOP Basi] - Come definisci una Classe e la istanzi?";"La classe è il modello, l'oggetto è l'istanza.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public class Utensile { }<br>Utensile trapano = new Utensile();</code></pre>"
"[04 OOP Basi] - Cos'è un Costruttore?";"Metodo speciale per inizializzare l'oggetto al momento della 'new'. Stesso nome classe, no tipo ritorno.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public Utensile(string nome) { Nome = nome; }</code></pre>"
"[04 OOP Basi] - Come si definisce una Proprietà (Property)?";"Espone i dati. Ha getter (lettura) e setter (scrittura).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public int Cavalli { get; set; }</code></pre>"
"[04 OOP Basi] - Cosa fa il modificatore 'private'?";"Rende il membro accessibile SOLO all'interno della classe stessa. Fondamentale per l'Incapsulamento.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>private string _codiceSegreto;</code></pre>"
"[04 OOP Basi] - Cosa fa il modificatore 'public'?";"Rende il membro accessibile da chiunque nel codice.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public string NomeAzienda;</code></pre>"
"[04 OOP Basi] - Cosa fa il modificatore 'protected'?";"Accessibile nella classe stessa e in tutte le classi che la ereditano.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>protected decimal PrezzoBase;</code></pre>"
"[04 OOP Basi] - Cosa fa il modificatore 'internal'?";"Accessibile solo all'interno dello stesso progetto (Assembly). Default per le classi non specificate.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>internal class ToolOfficina</code></pre>"
"[04 OOP Basi] - A cosa serve la keyword 'static'?";"Rende un membro appartenente alla classe, non all'istanza. Non serve fare 'new' per usarlo.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>Math.Round(5.5); // Round è static</code></pre>"
"[04 OOP Basi] - A cosa serve 'this'?";"Punta all'istanza corrente della classe. Utile per distinguere le proprietà dai parametri del costruttore.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>this.nome = nome;</code></pre>"
"[04 OOP Basi] - Cosa sono i 'Record' (C# 9+)?";"Tipi ideali per dati immutabili. Hanno uguaglianza basata sui valori (Value Equality) e non sul riferimento.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public record Transazione(decimal Importo, string Data);</code></pre>"
"[04 OOP Basi] - Cosa sono le property 'init' (C# 9+)?";"Si possono impostare SOLO durante la creazione dell'oggetto, poi diventano di sola lettura.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public string Targa { get; init; }</code></pre>"
"[05 OOP Avanzato] - Come si applica l'Ereditarietà?";"Usa i due punti (:). Una classe può ereditare da UNA sola classe base.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public class Auto : Veicolo { }</code></pre>"
"[05 OOP Avanzato] - A cosa serve 'base' nel costruttore?";"Per chiamare il costruttore della classe padre prima di eseguire quello della classe figlia.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public Auto() : base(""4 Ruote"") { }</code></pre>"
"[05 OOP Avanzato] - A cosa servono 'virtual' e 'override'?";"<b>virtual</b> nel padre permette la modifica. <b>override</b> nel figlio sostituisce effettivamente il metodo.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public override void Accendi() { }</code></pre>"
"[05 OOP Avanzato] - Cos'è una Classe Astratta ('abstract')?";"Una classe che non può essere istanziata (no 'new'). Serve solo come base da cui ereditare.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public abstract class Motore { }</code></pre>"
"[05 OOP Avanzato] - Cos'è un Metodo Astratto?";"Metodo senza corpo dentro una classe astratta. Obbliga i figli a implementarlo (con override).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public abstract void IniettaCarburante();</code></pre>"
"[05 OOP Avanzato] - Come si definisce e implementa un'Interfaccia?";"Contratto senza codice. Inizia per 'I'. Le classi usano i due punti per implementarla.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public interface IGuidabile<br>{ void Sterza(); }<br>public class Moto : IGuidabile</code></pre>"
"[05 OOP Avanzato] - Differenza tra Interfaccia e Classe Astratta?";"Una classe può ereditare da UNA sola classe astratta, ma implementare MOLTE interfacce. Le interfacce (prima di C# 8) non hanno codice."
"[05 OOP Avanzato] - Cos'è una classe 'sealed'?";"Una classe che non può essere ereditata da nessun'altra. Fine dell'albero genealogico.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public sealed class String { }</code></pre>"
"[05 OOP Avanzato] - Cos'è il Polimorfismo?";"La capacità di oggetti figli di essere trattati come se fossero del tipo padre/interfaccia.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>IGuidabile mioMezzo = new Moto();<br>mioMezzo.Sterza(); // Chiama quello di Moto</code></pre>"
"[05 OOP Avanzato] - Come fai il casting (Upcasting vs Downcasting)?";"Up: da figlio a padre (implicito). Down: da padre a figlio (esplicito, usa operatori 'as' o casting diretto).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>Moto xt = veicoloBase as Moto;</code></pre>"
"[05 OOP Avanzato] - Come funziona il pattern matching 'is'?";"Controlla se un oggetto è di un certo tipo e, se sì, lo casta in una nuova variabile sicura.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>if (veicolo is Moto myMoto) { myMoto.Impenna(); }</code></pre>"
"[06 Collezioni] - Cos'è un Array?";"Collezione a dimensione <b>fissa</b> e continua in memoria. Sintassi con parentesi quadre.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>string[] attrezzi = new string[3];</code></pre>"
"[06 Collezioni] - Cos'è una List<T>?";"La collezione più usata. È dinamica: cresce o si riduce quando aggiungi/rimuovi elementi.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>List&lt;int&gt; giri = new();<br>giri.Add(3500);</code></pre>"
"[06 Collezioni] - Cos'è un Dictionary<TKey, TValue>?";"Collezione basata su chiave-valore. Ricerca istantanea tramite la chiave (O(1)).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>Dictionary&lt;string, decimal&gt; prezzi = new();<br>prezzi[""Filtro""] = 10.50m;</code></pre>"
"[06 Collezioni] - Cos'è una Queue<T> (Coda)?";"Collezione FIFO (First In, First Out). Come la fila alla cassa.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>Queue&lt;string&gt; lavori = new();<br>lavori.Enqueue(""Cambio gomme""); // Aggiunge</code></pre>"
"[06 Collezioni] - Cos'è uno Stack<T> (Pila)?";"Collezione LIFO (Last In, First Out). Come una pila di piatti: l'ultimo messo è il primo tolto.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>Stack&lt;string&gt; azioni = new();<br>azioni.Push(""Smonta carter"");</code></pre>"
"[06 Collezioni] - Cos'è un HashSet<T>?";"Collezione che garantisce <b>elementi unici</b> (nessun duplicato) ed è velocissima per le ricerche.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>HashSet&lt;string&gt; targheViste = new();</code></pre>"
"[06 Collezioni] - Cosa sono i Generics (<T>)?";"Permettono di creare classi o metodi che funzionano con qualsiasi tipo dati senza perdere la Type Safety.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public class Cassa&lt;T&gt; { public T Contenuto; }</code></pre>"
"[06 Collezioni] - Cos'è IEnumerable<T>?";"L'interfaccia base per tutte le collezioni iterabili (con foreach). Spesso usata per ritorni generici di sola lettura.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public IEnumerable&lt;Moto&gt; GetMotoInVendita()</code></pre>"
"[06 Collezioni] - Differenza tra IEnumerable<T> e IQueryable<T>?";"<b>IEnumerable</b> lavora in memoria (RAM). <b>IQueryable</b> trasforma i filtri in codice SQL ed esegue il lavoro sul Database (Entity Framework). Cruciale per le performance!"
"[06 Collezioni] - A cosa serve 'yield return'?";"Restituisce elementi uno alla volta da un metodo creando un iteratore personalizzato (Deferred Execution).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>yield return numeroGenerato;</code></pre>"
"[07 LINQ] - A cosa serve il metodo .Where()?";"Filtra la collezione restituendo solo gli elementi che soddisfano la condizione.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>var ok = preventivi.Where(p => p.Totale < 500);</code></pre>"
"[07 LINQ] - A cosa serve il metodo .Select()?";"Proietta/Trasforma ogni elemento in una nuova forma. (Mappatura).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>var soloNomi = clienti.Select(c => c.Nome);</code></pre>"
"[07 LINQ] - Come ordini i dati con LINQ?";"Usando <code>OrderBy()</code> per ordine crescente, o <code>OrderByDescending()</code>.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>var top = spese.OrderByDescending(s => s.Importo);</code></pre>"
"[07 LINQ] - First() vs FirstOrDefault()?";"Entrambi prendono il primo elemento. Ma se la lista è vuota: <b>First</b> crasha (eccezione), <b>FirstOrDefault</b> restituisce null (o il default del tipo).<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>var moto = lista.FirstOrDefault(m => m.Id == 1);</code></pre>"
"[07 LINQ] - SingleOrDefault() vs FirstOrDefault()?";"SingleOrDefault garantisce che ci sia <b>UNO E UN SOLO</b> elemento corrispondente. Se ce ne sono due uguali lancia un'eccezione (ideale per ricerche per ID o Targa)."
"[07 LINQ] - A cosa servono .Any() e .All()?";"Restituiscono un bool. <b>Any</b>: true se almeno uno soddisfa la condizione. <b>All</b>: true se TUTTI la soddisfano.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>bool hoOlio = magazzino.Any(a => a.Nome == ""Olio"");</code></pre>"
"[07 LINQ] - Come sommi i valori di una proprietà in una lista?";"Usando il metodo <code>.Sum()</code>.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>decimal spesaTot = scontrini.Sum(s => s.Importo);</code></pre>"
"[07 LINQ] - A cosa serve .GroupBy()?";"Raggruppa gli elementi basandosi su una chiave in comune.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>var veicoliPerMarca = veicoli.GroupBy(v => v.Marca);</code></pre>"
"[07 LINQ] - A cosa servono .Skip() e .Take()?";"Fondamentali per la paginazione. Skip salta i primi X elementi, Take prende i successivi Y.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>var pagina2 = records.Skip(10).Take(10);</code></pre>"
"[07 LINQ] - Cos'è l'Esecuzione Differita (Deferred Execution)?";"Le query LINQ (Where, Select) non vengono eseguite finché non le iteri o non chiami <code>.ToList()</code> o <code>.ToArray()</code>. Permette di concatenare query prima di colpire il DB."
"[08 Errori] - Sintassi base del Try-Catch.";"Evita i crash intercettando errori a runtime.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>try { int x = 10/0; } <br>catch (DivideByZeroException ex) { Log(ex); }</code></pre>"
"[08 Errori] - A cosa serve il blocco 'finally'?";"Si esegue SEMPRE, sia in caso di successo che di errore. Ideale per chiudere connessioni al DB o stream di file.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>finally { db.Close(); }</code></pre>"
"[08 Errori] - Come generi intenzionalmente un'eccezione?";"Usando la keyword 'throw'.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>if (prezzo < 0) throw new ArgumentException(""Errore"");</code></pre>"
"[08 Errori] - Come si crea un'Eccezione Personalizzata?";"Ereditando dalla classe base <code>Exception</code>.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public class MotoreFusoException : Exception { }</code></pre>"
"[08 Errori] - Cosa fa l'operatore Null-Conditional (?.)?";"Evita la NullReferenceException chiamando un metodo/proprietà solo se l'oggetto NON è null.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>int? len = cliente?.Nome?.Length;</code></pre>"
"[09 Async] - A cosa servono 'async' e 'await'?";"Permettono operazioni asincrone. Non bloccano l'interfaccia (UI) mentre l'app scarica dati o scrive su DB. Fondamentali in MAUI."
"[09 Async] - Cos'è un 'Task'?";"Rappresenta un'operazione asincrona. Se il metodo deve restituire <code>void</code>, in asincrono restituisce <code>Task</code>.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public async Task SalvaSuDbAsync()</code></pre>"
"[09 Async] - Come restituisci un valore asincrono?";"Usando <code>Task&lt;T&gt;</code>.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public async Task&lt;decimal&gt; GetBilancioAsync()</code></pre>"
"[09 Async] - A cosa serve Task.Run()?";"Sposta un calcolo pesante su un thread in background (Thread Pool) per non congelare la UI.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>await Task.Run(() => CalcoloMatematicoPesante());</code></pre>"
"[09 Async] - A cosa serve Task.WhenAll()?";"Esegue multipli Task in parallelo e attende che TUTTI abbiano finito prima di procedere.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>await Task.WhenAll(task1, task2);</code></pre>"
"[10 Architettura e MAUI] - Cos'è l'MVVM (Model-View-ViewModel)?";"Pattern UI. <br><b>Model</b>: Dati (Classi).<br><b>View</b>: Interfaccia utente (XAML).<br><b>ViewModel</b>: Logica che collega la View al Model tramite Data Binding."
"[10 Architettura e MAUI] - Cos'è l'INotifyPropertyChanged?";"Interfaccia cruciale in MAUI. Permette al ViewModel di avvisare la View che un dato è cambiato, aggiornando la grafica automaticamente."
"[10 Architettura e MAUI] - Cos'è il Command (ICommand)?";"Sostituisce gli Event Handlers (es. i 'Click' dei bottoni). In MAUI i pulsanti si bindano ai Command nel ViewModel per tenere la View disaccoppiata."
"[10 Architettura e MAUI] - Cos'è la Dependency Injection (DI)?";"Principio per cui le classi non creano le proprie dipendenze (no 'new'). Le ricevono nel costruttore. Facilita testing e manutenzione."
"[10 Architettura e MAUI] - DI: Differenza tra Transient, Scoped e Singleton?";"<b>Transient</b>: Nuova istanza ogni volta che è richiesta.<br><b>Scoped</b>: Stessa istanza per singola richiesta web (poco usata in MAUI).<br><b>Singleton</b>: Una singola istanza viva per tutta la durata dell'app."
"[10 Design Pattern] - Cos'è il Singleton Pattern?";"Garantisce che esista UNA SOLA istanza di una classe e fornisce un punto globale per accedervi. (Oggi si gestisce tramite la DI come 'AddSingleton')."
"[10 Design Pattern] - Cos'è il Factory Method Pattern?";"Delega la creazione degli oggetti a un metodo specifico anziché usare 'new' nel codice client. Utile se la logica di creazione è complessa."
"[10 Design Pattern] - Cos'è lo Strategy Pattern?";"Permette di cambiare l'algoritmo/comportamento di una classe a runtime.<br><br><b>Struttura:</b> Classe Contesto -> usa Interfaccia IStrategy -> implementata da StrategyA, StrategyB."
"[10 Design Pattern] - Cos'è il Repository Pattern?";"Astrae l'accesso al database. Il tuo ViewModel parla col Repository (tramite interfaccia), il Repository parla con SQLite o SQL Server. Se cambi DB, l'app non se ne accorge."
"[10 Design Pattern] - Cos'è l'Observer Pattern?";"Un oggetto (Subject) mantiene una lista di dipendenti (Observer) e li notifica automaticamente dei cambiamenti di stato. In C# si implementa spesso nativamente usando <b>Eventi e Delegati</b>."
"[10 Avanzato] - Cosa sono 'Action' e 'Func'?";"Sono delegati (puntatori a metodi) pronti all'uso.<br><b>Action</b>: Punta a un metodo che restituisce void.<br><b>Func</b>: Punta a un metodo che restituisce un valore."
"[10 Avanzato] - Come si dichiara un Evento in C#?";"Usando 'event EventHandler'.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public event EventHandler MotoreAvviato;</code></pre>"
"[10 Avanzato] - Cos'è una Extension Method?";"Aggiunge metodi a classi esistenti (anche a classi di sistema come 'string' o 'int') senza modificarne il sorgente. Devono essere statici in una classe statica usando 'this'.<br><br><pre style=""background:#282c34; color:#abb2bf; padding:10px; border-radius:5px; white-space:pre-wrap; word-wrap:break-word;""><code>public static int Raddoppia(this int numero)</code></pre>"
"[10 Avanzato] - Cos'è l'Inversion of Control (IoC)?";"Il principio generale dietro la Dependency Injection. Consiste nel togliere al codice specifico il controllo del flusso (es. creare oggetti) e cederlo a un framework esterno (IoC Container)."
"[10 SQL] - Quali sono i comandi CRUD in SQL?";"<b>C</b>reate -> INSERT<br><b>R</b>ead -> SELECT<br><b>U</b>pdate -> UPDATE<br><b>D</b>elete -> DELETE"
"[10 SQL] - Differenza tra INNER JOIN e LEFT JOIN?";"<b>INNER</b>: restituisce solo le righe che hanno corrispondenze in entrambe le tabelle.<br><b>LEFT</b>: restituisce TUTTE le righe della prima tabella, e i valori null per la seconda se non c'è corrispondenza."
